"Estacion","Fecha inicial","Fecha final","CO"
"SOGAMOSO-RECREO","2020-12-27","","300.36541667"
"SOGAMOSO-RECREO","2020-12-26","","277.08625"
"SOGAMOSO-RECREO","2020-12-25","","255.56590909"
"SOGAMOSO-RECREO","2020-12-24","","588.025"
"SOGAMOSO-RECREO","2020-12-23","","231.01375"
"SOGAMOSO-RECREO","2020-12-22","","154.92833333"
"SOGAMOSO-RECREO","2020-12-21","","73.19833333"
"SOGAMOSO-RECREO","2020-12-20","","125.11541667"
"SOGAMOSO-RECREO","2020-12-19","","0.98916667"
"SOGAMOSO-RECREO","2020-12-18","","8.53166667"
"SOGAMOSO-RECREO","2020-12-17","","59.63125"
"SOGAMOSO-RECREO","2020-12-16","","65.98625"
"SOGAMOSO-RECREO","2020-12-15","","141.70857143"
"SOGAMOSO-RECREO","2020-12-14","","17.78041667"
"SOGAMOSO-RECREO","2020-12-13","","32.38458333"
"SOGAMOSO-RECREO","2020-12-12","","101.28041667"
"SOGAMOSO-RECREO","2020-12-11","","397.39916667"
"SOGAMOSO-RECREO","2020-12-10","","392.85583333"
"SOGAMOSO-RECREO","2020-12-09","","235.85083333"
"SOGAMOSO-RECREO","2020-12-08","","571.59125"
"SOGAMOSO-RECREO","2020-12-07","","197.22782609"
"SOGAMOSO-RECREO","2020-12-06","","284.5375"
"SOGAMOSO-RECREO","2020-12-05","","228.32956522"
"SOGAMOSO-RECREO","2020-12-04","","351.42347826"
"SOGAMOSO-RECREO","2020-12-03","","341.42272727"
"SOGAMOSO-RECREO","2020-12-02","","848.88333333"
"SOGAMOSO-RECREO","2020-12-01","","552.04958333"
"SOGAMOSO-RECREO","2020-11-30","","521.97541667"
"SOGAMOSO-RECREO","2020-11-29","","852.05869565"
"SOGAMOSO-RECREO","2020-11-28","","857.02833333"
"SOGAMOSO-RECREO","2020-11-27","","744.06458333"
"SOGAMOSO-RECREO","2020-11-26","","578.11916667"
"SOGAMOSO-RECREO","2020-11-25","","485.37681818"
"SOGAMOSO-RECREO","2020-11-24","","570.32458333"
"SOGAMOSO-RECREO","2020-11-23","","684.01"
"SOGAMOSO-RECREO","2020-11-22","","427.33791667"
"SOGAMOSO-RECREO","2020-11-21","","98.46666667"
"SOGAMOSO-RECREO","2020-11-20","","284.12666667"
"SOGAMOSO-RECREO","2020-11-19","","1038.60391304"
"SOGAMOSO-RECREO","2020-11-18","","1047.15291667"
"SOGAMOSO-RECREO","2020-11-17","","602.86958333"
"SOGAMOSO-RECREO","2020-11-16","","1199.90291667"
"SOGAMOSO-RECREO","2020-11-15","","865.52695652"
"SOGAMOSO-RECREO","2020-11-14","","810.14541667"
"SOGAMOSO-RECREO","2020-11-13","","1052.81291667"
"SOGAMOSO-RECREO","2020-11-12","","1190.865"
"SOGAMOSO-RECREO","2020-11-11","","1011.93875"
"SOGAMOSO-RECREO","2020-11-10","","873.0525"
"SOGAMOSO-RECREO","2020-11-09","","1593.12130435"
"SOGAMOSO-RECREO","2020-11-08","","1273.80208333"
"SOGAMOSO-RECREO","2020-11-07","","909.19347826"
"SOGAMOSO-RECREO","2020-11-06","","834.17208333"
"SOGAMOSO-RECREO","2020-11-05","","1059.97565217"
"SOGAMOSO-RECREO","2020-11-04","","581.22714286"
"SOGAMOSO-RECREO","2020-11-03","","940.14666667"
"SOGAMOSO-RECREO","2020-11-02","","1317.62291667"
"SOGAMOSO-RECREO","2020-11-01","","1362.89541667"
"SOGAMOSO-RECREO","2020-10-31","","867.40173913"
"SOGAMOSO-RECREO","2020-10-30","","1103.61208333"
"SOGAMOSO-RECREO","2020-10-29","","803.1873913"
"SOGAMOSO-RECREO","2020-10-28","","421.16708333"
"SOGAMOSO-RECREO","2020-10-27","","342.825"
"SOGAMOSO-RECREO","2020-10-26","","452.27478261"
"SOGAMOSO-RECREO","2020-10-25","","303.65954545"
"SOGAMOSO-RECREO","2020-10-24","","399.73125"
"SOGAMOSO-RECREO","2020-10-23","","739.94416667"
"SOGAMOSO-RECREO","2020-10-22","","1450.5075"
"SOGAMOSO-RECREO","2020-10-21","","812.38083333"
"SOGAMOSO-RECREO","2020-10-20","","240.34791667"
"SOGAMOSO-RECREO","2020-10-19","","42.25956522"
"SOGAMOSO-RECREO","2020-10-18","","0.33083333"
"SOGAMOSO-RECREO","2020-10-17","","0.42791667"
"SOGAMOSO-RECREO","2020-10-16","","0.23541667"
"SOGAMOSO-RECREO","2020-10-15","","0.20826087"
"SOGAMOSO-RECREO","2020-10-14","","0.43"
"SOGAMOSO-RECREO","2020-10-13","","265.48090909"
"SOGAMOSO-RECREO","2020-10-12","","438.06375"
"SOGAMOSO-RECREO","2020-10-11","","598.20791667"
"SOGAMOSO-RECREO","2020-10-10","","431.1775"
"SOGAMOSO-RECREO","2020-10-09","","389.97208333"
"SOGAMOSO-RECREO","2020-10-08","","618.76875"
"SOGAMOSO-RECREO","2020-10-07","","520.46956522"
"SOGAMOSO-RECREO","2020-10-06","","1115.6325"
"SOGAMOSO-RECREO","2020-10-05","","404.23772727"
"SOGAMOSO-RECREO","2020-10-04","","316.36869565"
"SOGAMOSO-RECREO","2020-10-03","","624.45625"
"SOGAMOSO-RECREO","2020-10-02","","976.1425"
"SOGAMOSO-RECREO","2020-10-01","","383.22708333"
"SOGAMOSO-RECREO","2020-09-30","","366.53478261"
"SOGAMOSO-RECREO","2020-09-29","","520.11954545"
"SOGAMOSO-RECREO","2020-09-28","","582.88833333"
"SOGAMOSO-RECREO","2020-09-27","","725.48125"
"SOGAMOSO-RECREO","2020-09-26","","525.0425"
"SOGAMOSO-RECREO","2020-09-25","","550.42181818"
"SOGAMOSO-RECREO","2020-09-24","","350.25583333"
"SOGAMOSO-RECREO","2020-09-23","","390.76583333"
"SOGAMOSO-RECREO","2020-09-22","","169.32869565"
"SOGAMOSO-RECREO","2020-09-21","","168.37916667"
"SOGAMOSO-RECREO","2020-09-20","","277.11583333"
"SOGAMOSO-RECREO","2020-09-19","","713.10541667"
"SOGAMOSO-RECREO","2020-09-18","","438.72791667"
"SOGAMOSO-RECREO","2020-09-17","","271.35666667"
"SOGAMOSO-RECREO","2020-09-16","","221.56458333"
"SOGAMOSO-RECREO","2020-09-15","","182.22782609"
"SOGAMOSO-RECREO","2020-09-14","","364.07625"
"SOGAMOSO-RECREO","2020-09-13","","329.47791667"
"SOGAMOSO-RECREO","2020-09-12","","228.70791667"
"SOGAMOSO-RECREO","2020-09-11","","150.87625"
"SOGAMOSO-RECREO","2020-09-10","","328.10708333"
"SOGAMOSO-RECREO","2020-09-09","","626.49375"
"SOGAMOSO-RECREO","2020-09-08","","949.09583333"
"SOGAMOSO-RECREO","2020-09-07","","688.90545455"
"SOGAMOSO-RECREO","2020-09-06","","441.17583333"
"SOGAMOSO-RECREO","2020-09-05","","511.42434783"
"SOGAMOSO-RECREO","2020-09-04","","562.28217391"
"SOGAMOSO-RECREO","2020-09-03","","567.59086957"
"SOGAMOSO-RECREO","2020-09-02","","1192.12791667"
"SOGAMOSO-RECREO","2020-09-01","","296.6725"
"SOGAMOSO-RECREO","2020-08-31","","1186.03380952"
"SOGAMOSO-RECREO","2020-08-30","","898.19541667"
"SOGAMOSO-RECREO","2020-08-29","","410.07608696"
"SOGAMOSO-RECREO","2020-08-28","","402.43708333"
"SOGAMOSO-RECREO","2020-08-27","","470.99708333"
"SOGAMOSO-RECREO","2020-08-26","","330.775"
"SOGAMOSO-RECREO","2020-08-25","","883.64954545"
"SOGAMOSO-RECREO","2020-08-24","","1877.05583333"
"SOGAMOSO-RECREO","2020-08-23","","463.985"
"SOGAMOSO-RECREO","2020-08-22","","1005.27125"
"SOGAMOSO-RECREO","2020-08-21","","164.00083333"
"SOGAMOSO-RECREO","2020-08-20","","345.06375"
"SOGAMOSO-RECREO","2020-08-19","","210.90458333"
"SOGAMOSO-RECREO","2020-08-18","","472.88875"
"SOGAMOSO-RECREO","2020-08-17","","992.71625"
"SOGAMOSO-RECREO","2020-08-16","","302.54583333"
"SOGAMOSO-RECREO","2020-08-15","","359.05304348"
"SOGAMOSO-RECREO","2020-08-14","","299.32333333"
"SOGAMOSO-RECREO","2020-08-13","","237.90416667"
"SOGAMOSO-RECREO","2020-08-12","","243.51083333"
"SOGAMOSO-RECREO","2020-08-11","","203.42291667"
"SOGAMOSO-RECREO","2020-08-10","","261.67916667"
"SOGAMOSO-RECREO","2020-08-09","","222.56458333"
"SOGAMOSO-RECREO","2020-08-08","","314.96916667"
"SOGAMOSO-RECREO","2020-08-07","","410.62391304"
"SOGAMOSO-RECREO","2020-08-06","","250.46125"
"SOGAMOSO-RECREO","2020-08-05","","472.29130435"
"SOGAMOSO-RECREO","2020-08-04","","614.04869565"
"SOGAMOSO-RECREO","2020-08-03","","183.09333333"
"SOGAMOSO-RECREO","2020-08-02","","493.52833333"
"SOGAMOSO-RECREO","2020-08-01","","325.60041667"
"SOGAMOSO-RECREO","2020-07-31","","921.4673913"
"SOGAMOSO-RECREO","2020-07-30","","1006.42"
"SOGAMOSO-RECREO","2020-07-29","","514.85043478"
"SOGAMOSO-RECREO","2020-07-28","","238.4675"
"SOGAMOSO-RECREO","2020-07-27","","446.66333333"
"SOGAMOSO-RECREO","2020-07-26","","328.30125"
"SOGAMOSO-RECREO","2020-07-25","","506.94590909"
"SOGAMOSO-RECREO","2020-07-24","","723.7425"
"SOGAMOSO-RECREO","2020-07-23","","272.90541667"
"SOGAMOSO-RECREO","2020-07-22","","258.93666667"
"SOGAMOSO-RECREO","2020-07-21","","225.64695652"
"SOGAMOSO-RECREO","2020-07-20","","256.61291667"
"SOGAMOSO-RECREO","2020-07-19","","142.86833333"
"SOGAMOSO-RECREO","2020-07-18","","210.15541667"
"SOGAMOSO-RECREO","2020-07-17","","178.19875"
"SOGAMOSO-RECREO","2020-07-16","","328.67291667"
"SOGAMOSO-RECREO","2020-07-15","","254.78086957"
"SOGAMOSO-RECREO","2020-07-14","","125.21304348"
"SOGAMOSO-RECREO","2020-07-13","","371.82583333"
"SOGAMOSO-RECREO","2020-07-12","","371.79166667"
"SOGAMOSO-RECREO","2020-07-11","","507.01083333"
"SOGAMOSO-RECREO","2020-07-10","","316.08652174"
"SOGAMOSO-RECREO","2020-07-09","","218.24666667"
"SOGAMOSO-RECREO","2020-07-08","","273.855"
"SOGAMOSO-RECREO","2020-07-07","","225.04869565"
"SOGAMOSO-RECREO","2020-07-06","","834.5225"
"SOGAMOSO-RECREO","2020-07-05","","427.64434783"
"SOGAMOSO-RECREO","2020-07-04","","718.33956522"
"SOGAMOSO-RECREO","2020-07-03","","175.24541667"
"SOGAMOSO-RECREO","2020-07-02","","107.93958333"
"SOGAMOSO-RECREO","2020-07-01","","265.11625"
"SOGAMOSO-RECREO","2020-06-30","","36.70478261"
"SOGAMOSO-RECREO","2020-06-29","","677.47913043"
"SOGAMOSO-RECREO","2020-06-28","","372.135"
"SOGAMOSO-RECREO","2020-06-27","","282.53"
"SOGAMOSO-RECREO","2020-06-26","","224.20291667"
"SOGAMOSO-RECREO","2020-06-25","","325.39772727"
"SOGAMOSO-RECREO","2020-06-24","","240.22208333"
"SOGAMOSO-RECREO","2020-06-23","","169.22956522"
"SOGAMOSO-RECREO","2020-06-22","","147.89826087"
"SOGAMOSO-RECREO","2020-06-21","","318.40958333"
"SOGAMOSO-RECREO","2020-06-20","","181.29708333"
"SOGAMOSO-RECREO","2020-06-19","","552.75208333"
"SOGAMOSO-RECREO","2020-06-18","","248.355"
"SOGAMOSO-RECREO","2020-06-17","","197.6775"
"SOGAMOSO-RECREO","2020-06-16","","80.80583333"
"SOGAMOSO-RECREO","2020-06-15","","199.21782609"
"SOGAMOSO-RECREO","2020-06-14","","227.11708333"
"SOGAMOSO-RECREO","2020-06-13","","110.06916667"
"SOGAMOSO-RECREO","2020-06-12","","219.51291667"
"SOGAMOSO-RECREO","2020-06-11","","206.41375"
"SOGAMOSO-RECREO","2020-06-10","","241.99458333"
"SOGAMOSO-RECREO","2020-06-09","","83.97625"
"SOGAMOSO-RECREO","2020-06-08","","127.42391304"
"SOGAMOSO-RECREO","2020-06-07","","305.95478261"
"SOGAMOSO-RECREO","2020-06-06","","572.56583333"
"SOGAMOSO-RECREO","2020-06-05","","121.22"
"SOGAMOSO-RECREO","2020-06-04","","207.02608696"
"SOGAMOSO-RECREO","2020-06-03","","550.87625"
"SOGAMOSO-RECREO","2020-06-02","","241.39826087"
"SOGAMOSO-RECREO","2020-06-01","","154.30666667"
"SOGAMOSO-RECREO","2020-05-31","","487.1073913"
"SOGAMOSO-RECREO","2020-05-30","","326.285"
"SOGAMOSO-RECREO","2020-05-29","","475.78434783"
"SOGAMOSO-RECREO","2020-05-28","","177.2325"
"SOGAMOSO-RECREO","2020-05-27","","230.6025"
"SOGAMOSO-RECREO","2020-05-26","","384.66391304"
"SOGAMOSO-RECREO","2020-05-25","","435.395"
"SOGAMOSO-RECREO","2020-05-24","","95.75333333"
"SOGAMOSO-RECREO","2020-05-23","","815.3425"
"SOGAMOSO-RECREO","2020-05-22","","329.99916667"
"SOGAMOSO-RECREO","2020-05-21","","677.92"
"SOGAMOSO-RECREO","2020-05-20","","63.47916667"
"SOGAMOSO-RECREO","2020-05-19","","0.0"
"SOGAMOSO-RECREO","2020-05-18","","0.0"
"SOGAMOSO-RECREO","2020-05-17","","0.0"
"SOGAMOSO-RECREO","2020-05-16","","1063.305"
"SOGAMOSO-RECREO","2020-05-15","","798.86521739"
"SOGAMOSO-RECREO","2020-05-14","","487.595"
"SOGAMOSO-RECREO","2020-05-13","","1059.59958333"
"SOGAMOSO-RECREO","2020-05-12","","1232.0475"
"SOGAMOSO-RECREO","2020-05-11","","981.95391304"
"SOGAMOSO-RECREO","2020-05-10","","603.02125"
"SOGAMOSO-RECREO","2020-05-09","","1124.92416667"
"SOGAMOSO-RECREO","2020-05-08","","245.82272727"
"SOGAMOSO-RECREO","2020-05-07","","273.99826087"
"SOGAMOSO-RECREO","2020-05-06","","235.84916667"
"SOGAMOSO-RECREO","2020-05-05","","487.63130435"
"SOGAMOSO-RECREO","2020-05-04","","447.03217391"
"SOGAMOSO-RECREO","2020-05-03","","605.2775"
"SOGAMOSO-RECREO","2020-05-02","","794.59041667"
"SOGAMOSO-RECREO","2020-05-01","","955.89375"
"SOGAMOSO-RECREO","2020-04-30","","917.12173913"
"SOGAMOSO-RECREO","2020-04-29","","440.72086957"
"SOGAMOSO-RECREO","2020-04-28","","268.05166667"
"SOGAMOSO-RECREO","2020-04-27","","398.80083333"
"SOGAMOSO-RECREO","2020-04-26","","243.91458333"
"SOGAMOSO-RECREO","2020-04-25","","1043.86681818"
"SOGAMOSO-RECREO","2020-04-24","","362.295"
"SOGAMOSO-RECREO","2020-04-23","","790.765"
"SOGAMOSO-RECREO","2020-04-22","","1523.20304348"
"SOGAMOSO-RECREO","2020-04-21","","1761.89583333"
"SOGAMOSO-RECREO","2020-04-20","","1688.53708333"
"SOGAMOSO-RECREO","2020-04-19","","1655.3525"
"SOGAMOSO-RECREO","2020-04-18","","1363.19708333"
"SOGAMOSO-RECREO","2020-04-17","","1820.68458333"
"SOGAMOSO-RECREO","2020-04-16","","1657.22541667"
"SOGAMOSO-RECREO","2020-04-15","","2031.07478261"
"SOGAMOSO-RECREO","2020-04-14","","1931.47565217"
"SOGAMOSO-RECREO","2020-04-13","","1863.99375"
"SOGAMOSO-RECREO","2020-04-12","","2501.81333333"
"SOGAMOSO-RECREO","2020-04-11","","2895.25666667"
"SOGAMOSO-RECREO","2020-04-10","","2052.03708333"
"SOGAMOSO-RECREO","2020-04-09","","2446.15041667"
"SOGAMOSO-RECREO","2020-04-08","","2457.16083333"
"SOGAMOSO-RECREO","2020-04-07","","2625.83478261"
"SOGAMOSO-RECREO","2020-04-06","","2664.2325"
"SOGAMOSO-RECREO","2020-04-05","","2592.52681818"
"SOGAMOSO-RECREO","2020-04-04","","2700.92434783"
"SOGAMOSO-RECREO","2020-04-03","","2166.4595"
"SOGAMOSO-RECREO","2020-04-02","","1689.54208333"
"SOGAMOSO-RECREO","2020-04-01","","1769.94041667"
"SOGAMOSO-RECREO","2020-03-31","","1520.29545455"
"SOGAMOSO-RECREO","2020-03-30","","1211.395"
"SOGAMOSO-RECREO","2020-03-29","","1168.90652174"
"SOGAMOSO-RECREO","2020-03-28","","1844.77708333"
"SOGAMOSO-RECREO","2020-03-27","","2077.0847619"
"SOGAMOSO-RECREO","2020-03-26","","1810.45545455"
"SOGAMOSO-RECREO","2020-03-25","","1748.28818182"
"SOGAMOSO-RECREO","2020-03-24","","1735.01782609"
"SOGAMOSO-RECREO","2020-03-23","","1206.41833333"
"SOGAMOSO-RECREO","2020-03-22","","1079.38458333"
"SOGAMOSO-RECREO","2020-03-21","","2057.89333333"
"SOGAMOSO-RECREO","2020-03-20","","2617.67541667"
"SOGAMOSO-RECREO","2020-03-19","","1530.04791667"
"SOGAMOSO-RECREO","2020-03-18","","1577.49909091"
"SOGAMOSO-RECREO","2020-03-17","","1714.44458333"
"SOGAMOSO-RECREO","2020-03-16","","2075.06416667"
"SOGAMOSO-RECREO","2020-03-15","","2412.69782609"
"SOGAMOSO-RECREO","2020-03-14","","2775.23958333"
"SOGAMOSO-RECREO","2020-03-13","","2049.8475"
"SOGAMOSO-RECREO","2020-03-12","","2054.16875"
"SOGAMOSO-RECREO","2020-03-11","","2200.49565217"
"SOGAMOSO-RECREO","2020-03-10","","2449.26291667"
"SOGAMOSO-RECREO","2020-03-09","","2407.09791667"
"SOGAMOSO-RECREO","2020-03-08","","1979.54375"
"SOGAMOSO-RECREO","2020-03-07","","1834.09304348"
"SOGAMOSO-RECREO","2020-03-06","","1696.7475"
"SOGAMOSO-RECREO","2020-03-05","","1135.49695652"
"SOGAMOSO-RECREO","2020-03-04","","1516.94478261"
"SOGAMOSO-RECREO","2020-03-03","","2225.88"
"SOGAMOSO-RECREO","2020-03-02","","2172.29727273"
"SOGAMOSO-RECREO","2020-03-01","","2239.42291667"
